week_start,dc_id,region,sku,forecast_demand_cases,actual_demand_cases,opening_inventory_cases,production_cases,inbound_cases,closing_inventory_cases,lost_sales_cases,service_level_pct,avg_lead_time_days,capacity_utilization_pct,expedite_flag
2024-04-01,DC_009,West,Heineken_330_Can,887.0,860,1044,468,512,1164,0,1.0,4.841852275180487,0.6806572487879391,0
2024-04-08,DC_009,West,Heineken_330_Can,826.0,603,862,666,281,1206,0,1.0,3.0695049429269217,0.781097221075102,0
2024-04-15,DC_009,West,Heineken_330_Can,668.0,732,884,606,358,1116,0,1.0,6.099786909212683,0.8660785398554236,0
2024-04-22,DC_009,West,Heineken_330_Can,,580,707,402,397,926,0,1.0,2.3750238412519127,0.7634270575211297,0
2024-04-29,DC_009,West,Heineken_330_Can,575.0,502,673,734,256,1161,0,1.0,3.6211986951639674,0.7793948632296248,0
2024-05-06,DC_009,West,Heineken_330_Can,796.0,659,713,289,165,508,0,1.0,4.688012582157292,0.8772038869043979,0
2024-05-13,DC_009,West,Heineken_330_Can,883.0,714,991,429,545,1251,0,1.0,3.230202816899821,0.7695652230980108,0
2024-05-20,DC_009,West,Heineken_330_Can,723.0,635,756,601,345,1067,0,1.0,6.486630826057906,0.7890375961162033,0
2024-05-27,DC_009,West,Heineken_330_Can,797.0,712,774,246,472,780,0,1.0,7.195663876979701,0.6458260098925871,0
2024-06-03,DC_009,West,Heineken_330_Can,714.0,808,942,446,269,849,0,1.0,,0.8600767669787406,0
2024-06-10,DC_009,West,Heineken_330_Can,837.0,1006,1224,461,343,1022,0,1.0,5.08574501272749,0.8430108963258629,0
2024-06-17,DC_009,West,Heineken_330_Can,822.0,566,765,413,355,967,0,1.0,3.02292760088334,0.8243309952149458,0
2024-06-24,DC_009,West,Heineken_330_Can,963.0,1436,1698,840,528,1630,0,1.0,5.586071336406794,0.6817111517668569,0
2024-01-01,DC_009,West,Heineken_650_Bottle,584.0,447,598,341,224,716,0,1.0,2.9748506092305083,0.6758067798071432,0
2024-01-08,DC_009,West,Heineken_650_Bottle,751.0,706,993,216,148,651,0,1.0,5.285389201279225,1.01299872385904,0
2024-01-15,DC_009,West,Heineken_650_Bottle,620.0,557,628,443,182,696,0,1.0,3.2067490323962975,0.6313283029368784,0
2024-01-22,DC_009,West,Heineken_650_Bottle,592.0,656,745,462,312,863,0,1.0,2.874622558729666,0.8880374984376117,0
2024-01-29,DC_009,West,Heineken_650_Bottle,565.0,538,701,269,258,690,0,1.0,4.569828490552285,0.8522144241168701,0
2024-02-05,DC_009,West,Heineken_650_Bottle,600.0,534,759,318,236,779,0,1.0,6.282812970012005,0.7660651463086452,0
2024-02-12,DC_009,West,Heineken_650_Bottle,634.0,451,702,435,320,1006,0,1.0,5.265726219751291,0.7976840525322747,0
2024-02-19,DC_009,West,Heineken_650_Bottle,748.0,1015,1228,294,302,809,0,1.0,5.6190926961697905,0.8672793565670799,0
2024-02-26,DC_009,West,Heineken_650_Bottle,656.0,598,720,236,215,573,0,1.0,9.107541216050446,0.7393244475784015,0
2024-03-04,DC_009,West,Heineken_650_Bottle,354.0,306,526,418,307,945,0,1.0,6.328547628059405,0.6800880742853882,0
2024-03-11,DC_009,West,Heineken_650_Bottle,528.0,542,622,292,342,714,0,1.0,1.0,0.9315669061477954,0
2024-03-18,DC_009,West,Heineken_650_Bottle,651.0,732,818,266,242,594,0,1.0,3.8259598761749984,0.8333868185775765,0
2024-03-25,DC_009,West,Heineken_650_Bottle,716.0,668,859,231,169,591,0,1.0,5.911034626026613,0.8982631696113857,0
2024-04-01,DC_009,West,Heineken_650_Bottle,627.0,764,973,309,235,753,0,1.0,4.012704487437368,0.8840754240211691,0
2024-04-08,DC_009,West,Heineken_650_Bottle,492.0,466,549,382,268,733,0,1.0,8.168920024236172,0.5769024953923735,0
2024-04-15,DC_009,West,Heineken_650_Bottle,751.0,804,1009,218,296,719,0,1.0,5.013616699765465,0.6827002417055597,0
2024-04-22,DC_009,West,Heineken_650_Bottle,575.0,452,592,405,223,768,0,1.0,5.5186605306288055,0.6838047937132049,0
2024-04-29,DC_009,West,Heineken_650_Bottle,501.0,371,558,322,148,657,0,1.0,5.905501648475576,,0
2024-05-06,DC_009,West,Heineken_650_Bottle,583.0,678,946,208,280,756,0,1.0,4.10945454949649,0.8283649167049307,0
2024-05-13,DC_009,West,Heineken_650_Bottle,462.0,516,754,432,112,782,0,1.0,5.473659379073069,0.7366100803348133,0
2024-05-20,DC_009,West,Heineken_650_Bottle,465.0,338,553,414,135,764,0,1.0,3.109306074637833,0.6562579663636956,0
2024-05-27,DC_009,West,Heineken_650_Bottle,638.0,542,669,174,132,433,0,1.0,5.1130780050035325,0.8326996256958519,0
2024-06-03,DC_009,West,Heineken_650_Bottle,540.0,585,824,275,293,807,0,1.0,5.844890340493418,0.7353683291666593,0
2024-06-10,DC_009,West,Heineken_650_Bottle,745.0,747,986,248,187,674,0,1.0,3.8620293584947105,0.7719727222912173,0
2024-06-17,DC_009,West,Heineken_650_Bottle,747.0,463,545,372,123,577,0,1.0,3.2210594360279177,0.7349763051755396,0
2024-06-24,DC_009,West,Heineken_650_Bottle,591.0,569,773,384,402,990,0,1.0,4.084222522554803,0.7336251280446704,0
2024-01-01,DC_010,West,Heineken_330_Can,784.0,754,964,234,475,919,0,1.0,3.6817477867008046,0.7697117644920378,0
2024-01-08,DC_010,West,Heineken_330_Can,925.0,934,1218,399,323,1006,0,1.0,3.194230927793776,0.771590517918017,0
2024-01-15,DC_010,West,Heineken_330_Can,769.0,983,1195,501,410,1123,0,1.0,4.395770875163948,0.6492995957854759,0
2024-01-22,DC_010,West,Heineken_330_Can,718.0,899,1085,428,287,901,0,1.0,6.960433420916857,0.7916881059770187,0
2024-01-29,DC_010,West,Heineken_330_Can,825.0,839,1129,797,254,1341,0,1.0,6.692076917426441,0.8729510634166701,0
2024-02-05,DC_010,West,Heineken_330_Can,802.0,674,939,243,218,726,0,1.0,4.533979239718663,0.5278852820675772,0
2024-02-12,DC_010,West,Heineken_330_Can,969.0,1244,1307,437,419,919,0,1.0,7.7366826271837095,0.7177911884678816,0
2024-02-19,DC_010,West,Heineken_330_Can,792.0,710,988,460,50,788,0,1.0,4.251146208734714,0.7725372930498071,0
2024-02-26,DC_010,West,Heineken_330_Can,763.0,955,1021,635,398,1099,0,1.0,4.772680521071286,0.9259553017456682,0
2024-03-04,DC_010,West,Heineken_330_Can,632.0,583,735,559,105,816,0,1.0,6.142845853430428,0.6879372183413992,0
2024-03-11,DC_010,West,Heineken_330_Can,878.0,639,884,683,292,1220,0,1.0,4.606368689211219,0.6835895957887014,0
2024-03-18,DC_010,West,Heineken_330_Can,765.0,602,708,455,280,841,0,1.0,2.7245564623063125,0.6624220406942051,0
2024-03-25,DC_010,West,Heineken_330_Can,649.0,583,775,573,341,1106,0,1.0,6.286148096015012,0.6940584768731926,0
2024-04-01,DC_010,West,Heineken_330_Can,982.0,899,974,427,406,908,0,1.0,4.106471462487924,0.6516177091350475,0
2024-04-08,DC_010,West,Heineken_330_Can,628.0,939,1165,383,316,925,0,1.0,3.1281499299840565,0.7227020201427856,0
2024-04-15,DC_010,West,Heineken_330_Can,,601,730,121,300,550,0,1.0,6.871210970241666,0.7697390994440967,0
2024-04-22,DC_010,West,Heineken_330_Can,930.0,810,870,621,224,905,0,1.0,5.078025401698401,0.7115014185751949,0
2024-04-29,DC_010,West,Heineken_330_Can,671.0,732,958,372,330,928,0,1.0,6.033046880670451,0.866365282771476,0
2024-05-06,DC_010,West,Heineken_330_Can,716.0,754,911,658,248,1063,0,1.0,4.193231799750224,0.9400083804182258,0
2024-05-13,DC_010,West,Heineken_330_Can,726.0,782,987,556,299,1060,0,1.0,6.4042115080103725,0.6910938954040929,0
2024-05-20,DC_010,West,Heineken_330_Can,872.0,800,1082,508,416,1206,0,1.0,5.050188061828025,0.769048469329129,0
2024-05-27,DC_010,West,Heineken_330_Can,617.0,779,1073,797,280,1371,0,1.0,4.872685915125224,0.6106268806232621,0
2024-06-03,DC_010,West,Heineken_330_Can,581.0,518,770,375,234,861,0,1.0,5.522386302709901,0.7741748552326406,0
2024-06-10,DC_010,West,Heineken_330_Can,749.0,912,1060,582,206,936,0,1.0,5.652488547094525,0.7251002518536286,0
2024-06-17,DC_010,West,Heineken_330_Can,836.0,556,838,415,261,958,0,1.0,3.06546683044536,0.7989301724891708,0
2024-06-24,DC_010,West,Heineken_330_Can,879.0,976,1093,579,360,1056,0,1.0,1.299868594838216,0.7456110382417024,0
2024-01-01,DC_010,West,Heineken_650_Bottle,579.0,451,666,422,240,877,0,1.0,5.297302445030045,0.8496404736264935,0
2024-01-08,DC_010,West,Heineken_650_Bottle,521.0,530,623,375,307,775,0,1.0,6.341109047148488,0.7342570043873761,0
2024-01-15,DC_010,West,Heineken_650_Bottle,754.0,765,879,508,331,953,0,1.0,4.1949016992620995,,0
2024-01-22,DC_010,West,Heineken_650_Bottle,613.0,437,583,570,228,944,0,1.0,4.091866008151287,0.6877263389491612,0
2024-01-29,DC_010,West,Heineken_650_Bottle,532.0,659,928,501,333,1103,0,1.0,3.81979594130024,0.6186957368414612,0
2024-02-05,DC_010,West,Heineken_650_Bottle,581.0,568,780,234,260,706,0,1.0,4.433730951117218,0.9088142381756176,0
2024-02-12,DC_010,West,Heineken_650_Bottle,609.0,641,824,448,75,706,0,1.0,3.743253574113547,0.7022779286617891,0
2024-02-19,DC_010,West,Heineken_650_Bottle,709.0,855,1015,330,178,668,0,1.0,5.23246688627552,0.527910087480318,0
2024-02-26,DC_010,West,Heineken_650_Bottle,582.0,498,734,453,329,1018,0,1.0,5.133889134627502,0.8147777576233716,0
2024-03-04,DC_010,West,Heineken_650_Bottle,522.0,666,721,473,394,922,0,1.0,5.802986578055084,0.7543303658985869,0
2024-03-11,DC_010,West,Heineken_650_Bottle,579.0,547,679,340,61,533,0,1.0,4.8474064927760585,0.7245389089575054,0
2024-03-18,DC_010,West,Heineken_650_Bottle,630.0,474,631,537,250,944,0,1.0,6.241191355165263,0.8266621394373528,0
2024-03-25,DC_010,West,Heineken_650_Bottle,434.0,563,784,333,174,728,0,1.0,,0.6591069915978839,0
2024-04-01,DC_010,West,Heineken_650_Bottle,782.0,688,900,224,335,771,0,1.0,4.206743855779233,0.4870468354490522,0
2024-04-08,DC_010,West,Heineken_650_Bottle,640.0,614,856,305,277,824,0,1.0,5.1974493933374974,0.6506559163923844,0
2024-04-15,DC_010,West,Heineken_650_Bottle,745.0,968,1018,373,231,654,0,1.0,4.4903842128171805,0.7457306349001305,0
2024-04-22,DC_010,West,Heineken_650_Bottle,533.0,521,610,409,323,821,0,1.0,8.10811399984507,0.793661369891447,0
2024-04-29,DC_010,West,Heineken_650_Bottle,608.0,575,635,131,121,312,0,1.0,1.4107980713967914,0.7209721951923537,0
2024-05-06,DC_010,West,Heineken_650_Bottle,470.0,231,477,265,234,745,0,1.0,4.888954813563967,0.7602481937035321,0
2024-05-13,DC_010,West,Heineken_650_Bottle,539.0,675,874,366,199,764,0,1.0,6.497123244710076,0.8571083842100824,0
2024-05-20,DC_010,West,Heineken_650_Bottle,436.0,419,483,276,166,506,0,1.0,4.348152142544917,0.8886140096947287,0
2024-05-27,DC_010,West,Heineken_650_Bottle,560.0,574,760,228,249,663,0,1.0,2.6580448643894767,0.5789822305676082,0
2024-06-03,DC_010,West,Heineken_650_Bottle,552.0,384,575,219,112,522,0,1.0,4.43196024110569,0.951577465323384,0
2024-06-10,DC_010,West,Heineken_650_Bottle,641.0,723,967,294,227,765,0,1.0,5.135555979939823,0.8461383351415313,0
2024-06-17,DC_010,West,Heineken_650_Bottle,673.0,693,746,416,507,976,0,1.0,2.752594925046173,0.7388439525696827,0
2024-06-24,DC_010,West,Heineken_650_Bottle,576.0,294,451,299,184,640,0,1.0,3.373954045966577,0.5760228535419376,0
2024-01-01,DC_011,East,Heineken_330_Can,756.0,702,953,417,205,873,0,1.0,6.383843478371654,0.8284040716795256,0
2024-01-08,DC_011,East,Heineken_330_Can,855.0,502,716,418,409,1041,0,1.0,4.597317852356754,0.8116217918297559,0
2024-01-15,DC_011,East,Heineken_330_Can,,961,1076,625,415,1155,0,1.0,6.689185437458851,0.8377192934993849,0
2024-01-22,DC_011,East,Heineken_330_Can,639.0,406,666,554,416,1230,0,1.0,5.253224288037221,0.7977136944316933,0
2024-01-29,DC_011,East,Heineken_330_Can,725.0,960,1063,414,394,911,0,1.0,4.29927053737827,0.7140135027522441,0
2024-02-05,DC_011,East,Heineken_330_Can,661.0,762,887,578,472,1175,0,1.0,5.595386245741822,0.7358317661942639,0
2024-02-12,DC_011,East,Heineken_330_Can,934.0,1028,1224,663,446,1305,0,1.0,4.70697971428312,0.655612155687132,0
2024-02-19,DC_011,East,Heineken_330_Can,921.0,706,936,521,339,1090,0,1.0,4.793025290683209,0.7185714366509357,0
2024-02-26,DC_011,East,Heineken_330_Can,810.0,970,1096,589,379,1094,0,1.0,4.455578172528864,0.6418717029721008,0
2024-03-04,DC_011,East,Heineken_330_Can,707.0,440,509,556,339,964,0,1.0,4.525422338567568,0.7578811424068884,0
2024-03-11,DC_011,East,Heineken_330_Can,767.0,991,1179,379,361,928,0,1.0,6.622920890631175,0.7659263982770161,0
2024-03-18,DC_011,East,Heineken_330_Can,801.0,1056,1218,406,383,951,0,1.0,5.32759652190127,0.7361925798387667,0
2024-03-25,DC_011,East,Heineken_330_Can,902.0,933,1080,421,290,858,0,1.0,4.83460695332095,0.7725174162111543,0
2024-04-01,DC_011,East,Heineken_330_Can,906.0,1117,1384,363,243,873,0,1.0,7.562888482447688,0.7555120048788442,0
2024-04-08,DC_011,East,Heineken_330_Can,517.0,509,783,498,238,1010,0,1.0,7.863409253717665,0.7159237722414182,0
2024-04-15,DC_011,East,Heineken_330_Can,828.0,930,1133,526,147,876,0,1.0,5.009983212922903,0.8236064789518744,0
2024-04-22,DC_011,East,Heineken_330_Can,759.0,683,789,464,250,820,0,1.0,6.578821454678781,0.8597619601047843,0
2024-04-29,DC_011,East,Heineken_330_Can,1029.0,898,1063,263,310,738,0,1.0,6.1070529929987245,0.9202752403617176,0
2024-05-06,DC_011,East,Heineken_330_Can,736.0,592,871,696,323,1298,0,1.0,6.36060840188051,0.9244732200513425,0
2024-05-13,DC_011,East,Heineken_330_Can,884.0,1332,1615,322,393,998,0,1.0,7.475592327426952,0.6992174059158036,0
2024-05-20,DC_011,East,Heineken_330_Can,785.0,849,937,616,302,1006,0,1.0,7.343564938329656,0.816253214074656,0
2024-05-27,DC_011,East,Heineken_330_Can,461.0,672,853,572,400,1153,0,1.0,4.0807623912078,0.7405281959842265,0
2024-06-03,DC_011,East,Heineken_330_Can,805.0,932,1180,551,69,868,0,1.0,2.809211022750722,0.693157235396394,0
2024-06-10,DC_011,East,Heineken_330_Can,793.0,540,759,488,247,954,0,1.0,7.690229692890999,0.5187764304682565,0
2024-06-17,DC_011,East,Heineken_330_Can,742.0,889,1140,400,201,852,0,1.0,5.801243493141574,0.675130594543659,0
2024-06-24,DC_011,East,Heineken_330_Can,805.0,912,998,617,358,1061,0,1.0,5.386849767095685,0.7411364733846721,0
2024-01-01,DC_011,East,Heineken_650_Bottle,714.0,920,1106,489,218,893,0,1.0,7.097651303353777,0.8005794313354389,0
2024-01-08,DC_011,East,Heineken_650_Bottle,675.0,853,948,411,325,831,0,1.0,,0.8986031464122841,0
2024-01-15,DC_011,East,Heineken_650_Bottle,695.0,546,644,314,81,493,0,1.0,4.175594023028269,0.5828690757289663,0
2024-01-22,DC_011,East,Heineken_650_Bottle,492.0,399,637,236,341,815,0,1.0,2.3570487525206203,0.8398402147196699,0
2024-01-29,DC_011,East,Heineken_650_Bottle,496.0,427,545,444,204,766,0,1.0,3.6511565124241656,0.6476876005124264,0
2024-02-05,DC_011,East,Heineken_650_Bottle,505.0,412,657,337,129,711,0,1.0,7.605611821715145,0.8808347042200305,0
2024-02-12,DC_011,East,Heineken_650_Bottle,642.0,652,722,625,308,1003,0,1.0,5.088395500040747,0.8698031888671548,0
2024-02-19,DC_011,East,Heineken_650_Bottle,664.0,738,957,594,123,936,0,1.0,4.489556194246436,0.6217830023020057,0
2024-02-26,DC_011,East,Heineken_650_Bottle,708.0,698,878,186,98,464,0,1.0,5.110319050557008,0.7803637011767203,0
2024-03-04,DC_011,East,Heineken_650_Bottle,648.0,749,946,340,66,603,0,1.0,4.329247578290105,,0
2024-03-11,DC_011,East,Heineken_650_Bottle,594.0,736,1024,211,302,801,0,1.0,5.153074394542285,0.5812023098910498,0
2024-03-18,DC_011,East,Heineken_650_Bottle,757.0,715,829,353,110,577,0,1.0,5.845557804622804,0.7076326616188228,0
2024-03-25,DC_011,East,Heineken_650_Bottle,743.0,692,761,304,216,589,0,1.0,6.729426328955794,0.8585666443238151,0
2024-04-01,DC_011,East,Heineken_650_Bottle,494.0,532,653,490,290,901,0,1.0,4.430869040997772,0.5266500729542285,0
2024-04-08,DC_011,East,Heineken_650_Bottle,543.0,484,627,508,269,920,0,1.0,2.14418743626955,0.758956949716713,0
2024-04-15,DC_011,East,Heineken_650_Bottle,,706,777,235,389,695,0,1.0,3.743855363089647,0.6154885123286828,0
2024-04-22,DC_011,East,Heineken_650_Bottle,700.0,633,706,340,159,572,0,1.0,4.595579871076875,0.9445500767513545,0
2024-04-29,DC_011,East,Heineken_650_Bottle,605.0,820,963,272,126,541,0,1.0,7.824292053035422,0.8521485602266481,0
2024-05-06,DC_011,East,Heineken_650_Bottle,654.0,696,791,485,374,954,0,1.0,7.63345636865507,0.7201994945821145,0
2024-05-13,DC_011,East,Heineken_650_Bottle,460.0,486,663,369,230,776,0,1.0,7.363203808192387,0.8203971779285413,0
2024-05-20,DC_011,East,Heineken_650_Bottle,545.0,474,770,430,356,1082,0,1.0,5.1263271979141845,0.6403865575704009,0
2024-05-27,DC_011,East,Heineken_650_Bottle,597.0,669,913,202,246,692,0,1.0,4.372531408667323,0.6329386914337646,0
2024-06-03,DC_011,East,Heineken_650_Bottle,536.0,448,675,416,100,743,0,1.0,2.03853867048804,0.5765723391866711,0
2024-06-10,DC_011,East,Heineken_650_Bottle,706.0,699,886,380,339,906,0,1.0,1.8419085492557716,0.6050385768206592,0
2024-06-17,DC_011,East,Heineken_650_Bottle,645.0,734,841,341,239,687,0,1.0,7.226327091160945,,0
2024-06-24,DC_011,East,Heineken_650_Bottle,645.0,745,931,444,165,795,0,1.0,2.704936739171873,0.7483979056801234,0
2024-01-01,DC_012,South,Heineken_330_Can,987.0,964,1185,45,311,577,0,1.0,,0.6783652725374437,0
2024-01-08,DC_012,South,Heineken_330_Can,679.0,754,808,450,559,1063,0,1.0,3.376282849533947,0.8165635610768177,0
2024-01-15,DC_012,South,Heineken_330_Can,835.0,499,629,529,386,1045,0,1.0,3.2859985044348994,0.8601001776293107,0
2024-01-22,DC_012,South,Heineken_330_Can,809.0,732,884,573,491,1216,0,1.0,4.501443588023663,0.6385278074553453,0
2024-01-29,DC_012,South,Heineken_330_Can,803.0,717,1005,137,173,598,0,1.0,3.268846403430308,0.7303577069203211,0
2024-02-05,DC_012,South,Heineken_330_Can,749.0,556,659,406,398,907,0,1.0,2.661973003126943,0.7851953321800295,0
2024-02-12,DC_012,South,Heineken_330_Can,623.0,924,1161,398,271,906,0,1.0,3.0464312130732605,0.7737212710334989,0
2024-02-19,DC_012,South,Heineken_330_Can,861.0,413,491,312,595,985,0,1.0,6.123349909101881,0.6714940781380518,0
2024-02-26,DC_012,South,Heineken_330_Can,977.0,1080,1194,321,212,647,0,1.0,4.538034170990034,0.8243140383659071,0
2024-03-04,DC_012,South,Heineken_330_Can,962.0,1166,1317,359,344,854,0,1.0,4.956111886807765,0.9749642434701145,0
2024-03-11,DC_012,South,Heineken_330_Can,663.0,752,1001,860,122,1231,0,1.0,2.9123379867910133,0.6657977933888976,0
2024-03-18,DC_012,South,Heineken_330_Can,998.0,715,876,562,425,1148,0,1.0,5.228726398335354,0.6822560405155811,0
2024-03-25,DC_012,South,Heineken_330_Can,738.0,614,727,409,197,719,0,1.0,4.950488247744716,0.5952511790674675,0
2024-04-01,DC_012,South,Heineken_330_Can,644.0,401,567,297,194,657,0,1.0,5.574376828785995,,0
2024-04-08,DC_012,South,Heineken_330_Can,890.0,935,1117,470,459,1111,0,1.0,5.969169266316727,0.6236540518322721,0
2024-04-15,DC_012,South,Heineken_330_Can,567.0,597,783,1022,282,1490,0,1.0,1.8933803405226817,0.7525200793937232,0
2024-04-22,DC_012,South,Heineken_330_Can,889.0,1160,1432,342,306,920,0,1.0,6.106872805606026,0.760426031247218,0
2024-04-29,DC_012,South,Heineken_330_Can,945.0,863,1060,341,245,783,0,1.0,5.416947782649704,0.8482203704379572,0
2024-05-06,DC_012,South,Heineken_330_Can,742.0,979,1060,581,256,918,0,1.0,6.659514093038359,0.797764588971254,0
2024-05-13,DC_012,South,Heineken_330_Can,662.0,552,778,386,206,818,0,1.0,4.782527681344615,0.7270000217732667,0
2024-05-20,DC_012,South,Heineken_330_Can,905.0,717,936,660,304,1183,0,1.0,5.050777091850505,0.7798409361341345,0
2024-05-27,DC_012,South,Heineken_330_Can,810.0,834,961,647,286,1060,0,1.0,4.1252201955678105,0.6702762126069334,0
2024-06-03,DC_012,South,Heineken_330_Can,,385,664,258,540,1077,0,1.0,4.92148451243347,0.8984567498533302,0
2024-06-10,DC_012,South,Heineken_330_Can,828.0,898,1192,750,253,1297,0,1.0,6.241913963431369,0.6666563655813174,0
2024-06-17,DC_012,South,Heineken_330_Can,906.0,1164,1411,407,167,821,0,1.0,4.933208164114439,0.7665671888129478,0
2024-06-24,DC_012,South,Heineken_330_Can,530.0,654,724,164,380,614,0,1.0,5.585245613377273,0.6023220057553151,0
2024-01-01,DC_012,South,Heineken_650_Bottle,546.0,481,570,98,369,556,0,1.0,4.344714060261039,0.8737327178679389,0
2024-01-08,DC_012,South,Heineken_650_Bottle,,676,882,154,387,747,0,1.0,2.972243890459525,0.8174638135422206,0
2024-01-15,DC_012,South,Heineken_650_Bottle,680.0,752,1006,176,165,595,0,1.0,5.435330656531683,0.6540607388146382,0
2024-01-22,DC_012,South,Heineken_650_Bottle,673.0,502,654,518,352,1022,0,1.0,5.937504209386325,0.8412120710430664,0
2024-01-29,DC_012,South,Heineken_650_Bottle,638.0,582,790,415,107,730,0,1.0,7.67250191338122,0.6998269601295294,0
2024-02-05,DC_012,South,Heineken_650_Bottle,583.0,598,721,495,290,908,0,1.0,6.122331430251652,0.8223341595239549,0
2024-02-12,DC_012,South,Heineken_650_Bottle,644.0,656,774,501,249,868,0,1.0,4.038031487984604,0.7147356227899683,0
2024-02-19,DC_012,South,Heineken_650_Bottle,617.0,514,748,349,156,739,0,1.0,6.664828372717599,0.8484394343362084,0
2024-02-26,DC_012,South,Heineken_650_Bottle,478.0,521,663,413,344,899,0,1.0,5.685071891890894,0.8648617086511969,0
2024-03-04,DC_012,South,Heineken_650_Bottle,546.0,735,886,362,224,737,0,1.0,4.090029573804128,0.8293091092368284,0
2024-03-11,DC_012,South,Heineken_650_Bottle,592.0,607,735,380,183,691,0,1.0,5.499733101519195,0.6893831287784726,0
2024-03-18,DC_012,South,Heineken_650_Bottle,613.0,632,801,482,200,851,0,1.0,6.844224613239874,0.7016478754240183,0
2024-03-25,DC_012,South,Heineken_650_Bottle,456.0,470,598,497,345,970,0,1.0,7.391490451293255,0.7306833600706053,0
2024-04-01,DC_012,South,Heineken_650_Bottle,560.0,521,755,380,281,895,0,1.0,6.51821271969181,0.7627038514542464,0
2024-04-08,DC_012,South,Heineken_650_Bottle,,444,656,546,140,898,0,1.0,5.171129355053164,0.8160725887760812,0
2024-04-15,DC_012,South,Heineken_650_Bottle,511.0,512,655,505,195,843,0,1.0,4.787752186279912,1.007536776308494,0
2024-04-22,DC_012,South,Heineken_650_Bottle,698.0,894,1093,314,362,875,0,1.0,4.613629404251034,0.7481311576506515,0
2024-04-29,DC_012,South,Heineken_650_Bottle,637.0,575,828,241,169,663,0,1.0,4.385837632909661,0.7199665348143623,0
2024-05-06,DC_012,South,Heineken_650_Bottle,666.0,786,887,408,161,670,0,1.0,5.693993566967572,0.7961829536883765,0
2024-05-13,DC_012,South,Heineken_650_Bottle,769.0,1039,1206,230,128,525,0,1.0,5.123221426767046,0.5808647680643388,0
2024-05-20,DC_012,South,Heineken_650_Bottle,422.0,413,506,380,198,671,0,1.0,2.9453623373249496,0.7688890258000898,0
2024-05-27,DC_012,South,Heineken_650_Bottle,637.0,695,980,479,300,1064,0,1.0,6.193271216312041,0.8807052455467156,0
2024-06-03,DC_012,South,Heineken_650_Bottle,684.0,958,1182,199,213,636,0,1.0,6.4703245859095935,0.7290481765288299,0
2024-06-10,DC_012,South,Heineken_650_Bottle,500.0,574,820,282,220,748,0,1.0,5.250695194327525,0.7790828992198603,0
2024-06-17,DC_012,South,Heineken_650_Bottle,527.0,675,951,748,285,1309,0,1.0,5.15003702542281,0.880816396367393,0
2024-06-24,DC_012,South,Heineken_650_Bottle,715.0,905,1124,490,341,1050,0,1.0,4.581288063660741,0.6068038481389766,0
2024-01-01,DC_013,South,Heineken_330_Can,952.0,649,882,701,291,1225,0,1.0,6.200769313156231,0.597543166561252,0
2024-01-08,DC_013,South,Heineken_330_Can,924.0,1151,1339,700,344,1232,0,1.0,5.115633867556609,0.7584572507336957,0
2024-01-15,DC_013,South,Heineken_330_Can,782.0,737,864,570,255,952,0,1.0,5.419444085098414,0.6425276415954176,0
2024-01-22,DC_013,South,Heineken_330_Can,951.0,1075,1149,502,106,682,0,1.0,5.9573938191855795,0.7291158580420648,0
2024-01-29,DC_013,South,Heineken_330_Can,712.0,871,1077,554,394,1154,0,1.0,6.126967943229367,0.7509809880884866,0
2024-02-05,DC_013,South,Heineken_330_Can,878.0,908,1093,364,310,859,0,1.0,5.229675156393334,0.7667128427576586,0
2024-02-12,DC_013,South,Heineken_330_Can,886.0,886,1016,452,242,824,0,1.0,3.109885433244421,0.901743733256388,0
2024-02-19,DC_013,South,Heineken_330_Can,694.0,829,896,476,220,763,0,1.0,6.48120848062131,0.9079871445010755,0
2024-02-26,DC_013,South,Heineken_330_Can,888.0,877,1124,364,288,899,0,1.0,6.083093451594083,0.8729833574561227,0
2024-03-04,DC_013,South,Heineken_330_Can,,763,942,626,179,984,0,1.0,6.146299610265855,0.7787028548068289,0
2024-03-11,DC_013,South,Heineken_330_Can,892.0,752,872,439,154,713,0,1.0,7.093451137778077,0.5832732271551301,0
2024-03-18,DC_013,South,Heineken_330_Can,802.0,689,762,465,318,856,0,1.0,1.7868815862915088,0.8958295382324011,0
2024-03-25,DC_013,South,Heineken_330_Can,750.0,798,1032,125,245,604,0,1.0,5.830961485117774,0.7266562361586982,0
2024-04-01,DC_013,South,Heineken_330_Can,783.0,900,1047,608,370,1125,0,1.0,3.27610395519424,0.8109446695619607,0
2024-04-08,DC_013,South,Heineken_330_Can,1021.0,725,954,432,245,906,0,1.0,6.372099361423256,0.7586951149929639,0
2024-04-15,DC_013,South,Heineken_330_Can,722.0,753,812,543,93,695,0,1.0,4.927943403678991,0.7855891485965015,0
2024-04-22,DC_013,South,Heineken_330_Can,942.0,982,1226,578,56,878,0,1.0,4.935425740707647,0.8084763313998625,0
2024-04-29,DC_013,South,Heineken_330_Can,702.0,770,978,510,462,1180,0,1.0,6.490272490682384,0.7810809235183975,0
2024-05-06,DC_013,South,Heineken_330_Can,723.0,718,850,313,247,692,0,1.0,5.3775597338862005,0.8041292503923516,0
2024-05-13,DC_013,South,Heineken_330_Can,673.0,717,833,398,149,663,0,1.0,3.5302233237376197,0.6965188607500167,0
2024-05-20,DC_013,South,Heineken_330_Can,863.0,824,1063,92,179,510,0,1.0,4.499302055771657,0.6093638848110555,0
