transaction_id,date,region,city,outlet_type,sales_channel,customer_type,brand,pack_size_ml,pack_type,promo_flag,promo_type,discount_pct,competitor_price_index,units_sold,base_price_per_unit,gross_sales_value,net_sales_value,stock_at_start,stock_at_end,oos_flag,weather,temp_c,event
TXN_001734,2024-09-07,East,Guwahati,Supermarket,Off-Trade,Modern Trade,Heineken,330,Keg,0,None,0.01,0.911,48,157.32,7551.27,7472.79,82,29,0,Rainy,24.9,None
TXN_001735,2024-02-14,West,Mumbai,Convenience Store,Off-Trade,Retail Chain,Local_Brand_B,330,Bottle,0,None,0.0,1.004,20,109.5,2189.93,2189.81,39,24,0,Cloudy,30.2,None
TXN_001736,2024-09-03,West,Pune,Supermarket,Off-Trade,Modern Trade,Heineken,330,Bottle,1,Digital_Coupon,0.197,1.12,73,153.31,11191.99,8992.74,106,41,0,Cloudy,30.7,None
TXN_001737,2024-11-26,North,Delhi,Bar/Restaurant,On-Trade,Modern Trade,Local_Brand_B,650,Bottle,0,None,0.026,0.967,51,144.79,7384.35,7195.75,86,44,0,Sunny,27.7,None
TXN_001738,2024-08-06,East,Patna,Supermarket,Off-Trade,Independent Store,Heineken,650,Can,1,Bundle,0.062,0.922,175,203.13,35547.83,33358.57,197,30,0,Sunny,27.0,Sports_Event
TXN_001739,2024-01-11,West,Mumbai,Convenience Store,Off-Trade,HoReCa,Local_Brand_A,1000,Bottle,1,Digital_Coupon,0.291,0.95,39,194.57,7588.22,5379.1,62,21,0,Cool,28.6,None
TXN_001740,2024-11-17,North,Jaipur,Hypermarket,Off-Trade,HoReCa,Kingfisher,1000,Can,1,,0.17,0.92,81,244.66,19817.76,16458.51,120,48,0,Cloudy,25.2,None
TXN_001741,2024-02-29,West,Ahmedabad,Bar/Restaurant,On-Trade,Retail Chain,Heineken,500,Draft,1,Bundle,0.066,1.053,150,214.54,32180.63,30060.58,299,153,0,Sunny,30.4,Sports_Event
TXN_001742,2024-07-22,South,Chennai,Bar/Restaurant,On-Trade,Independent Store,Heineken,650,Bottle,0,None,0.028,1.022,72,210.83,15179.83,14755.53,113,48,0,Sunny,29.5,None
TXN_001743,2024-11-08,East,Bhubaneswar,Supermarket,Off-Trade,Modern Trade,Heineken,330,Draft,0,None,0.024,0.897,46,171.46,7887.13,7694.52,68,29,0,Sunny,28.5,None
TXN_001744,2024-11-15,South,Bengaluru,Supermarket,Off-Trade,Retail Chain,Kingfisher,330,Can,1,Display,0.281,0.942,31,144.05,4465.49,3211.93,51,20,0,Rainy,25.9,Concert
TXN_001745,2024-03-28,West,Mumbai,Supermarket,Off-Trade,HoReCa,Heineken,1000,Can,0,None,0.032,0.922,50,277.37,13868.37,13420.98,74,25,0,Sunny,30.7,None
TXN_001746,2024-09-07,West,Surat,Supermarket,Off-Trade,Modern Trade,Budweiser,650,Bottle,0,None,0.039,1.032,53,198.02,10495.09,10088.85,82,31,0,Rainy,29.5,None
TXN_001747,2024-01-24,South,Chennai,Supermarket,Off-Trade,Independent Store,Budweiser,330,Bottle,1,Digital_Coupon,0.142,1.034,77,153.76,11839.29,10162.38,95,26,0,Sunny,30.5,None
TXN_001748,2024-12-18,West,Surat,Supermarket,Off-Trade,HoReCa,Kingfisher,1000,Bottle,1,Display,0.29,0.963,66,230.83,15234.84,10810.27,123,61,0,Rainy,27.8,Concert
TXN_001749,2024-05-25,West,Ahmedabad,Convenience Store,Off-Trade,HoReCa,Local_Brand_B,500,Keg,1,Digital_Coupon,0.148,0.997,13,134.17,1744.26,1486.41,25,21,0,Cloudy,29.3,None
TXN_001750,2024-12-25,South,Kochi,Hypermarket,Off-Trade,Retail Chain,Local_Brand_A,330,Bottle,1,Digital_Coupon,0.293,1.161,108,119.52,12907.88,9123.72,160,54,0,Sunny,27.9,None
TXN_001751,2024-01-21,West,Ahmedabad,Bar/Restaurant,On-Trade,HoReCa,Budweiser,500,Bottle,0,None,0.012,1.002,68,168.46,11455.4,11320.36,126,53,0,Rainy,26.8,Sports_Event
TXN_001752,2024-08-01,East,Patna,Hypermarket,Off-Trade,Independent Store,Kingfisher,1000,Bottle,0,None,0.011,1.017,69,237.73,16403.26,16224.17,118,49,0,Cool,25.3,None
TXN_001753,2024-03-06,East,Patna,Supermarket,Off-Trade,HoReCa,Local_Brand_A,330,Bottle,0,None,0.016,1.01,80,118.67,9493.72,9337.19,107,24,0,Rainy,25.8,Long_Weekend
TXN_001754,2024-07-27,North,Chandigarh,E-commerce,Off-Trade,Independent Store,Kingfisher,330,Can,1,Price_Off,0.25,1.007,24,137.14,3291.33,2469.84,50,26,0,Cloudy,27.6,Festival
TXN_001755,2024-04-24,West,Mumbai,Supermarket,Off-Trade,Retail Chain,Heineken,500,Can,1,Bundle,0.233,0.971,73,189.13,13806.32,10595.93,126,53,0,Cool,27.2,None
TXN_001756,2024-02-24,South,Bengaluru,Convenience Store,Off-Trade,Retail Chain,Kingfisher,650,Keg,0,None,0.03,0.881,35,191.26,6694.24,6490.83,64,26,0,Sunny,28.6,None
TXN_001757,2024-07-09,South,Chennai,Supermarket,Off-Trade,Independent Store,Kingfisher,330,Bottle,1,Price_Off,0.286,1.028,48,132.22,6346.4,4531.74,86,33,0,Rainy,26.9,None
TXN_001758,2024-03-14,West,Pune,Convenience Store,Off-Trade,Retail Chain,Heineken,650,Bottle,1,Bundle,0.244,1.114,45,206.81,9306.45,7031.08,77,38,0,Humid,30.8,None
TXN_001759,2024-10-25,West,Ahmedabad,E-commerce,Off-Trade,Independent Store,Local_Brand_B,1000,Bottle,0,None,0.01,1.033,67,177.2,11872.6,11749.19,119,51,0,Sunny,29.0,Long_Weekend
TXN_001760,2024-03-18,North,Delhi,Supermarket,Off-Trade,Modern Trade,Budweiser,500,Can,0,None,0.042,0.911,40,173.84,6953.77,6664.44,60,21,0,Sunny,24.5,None
TXN_001761,2024-09-23,West,Pune,Supermarket,Off-Trade,Modern Trade,Heineken,650,Can,0,None,0.045,0.894,31,207.07,6419.05,6133.25,45,10,0,Rainy,29.4,None
TXN_001762,2024-03-29,North,Jaipur,Supermarket,Off-Trade,Retail Chain,Heineken,500,Bottle,1,Bundle,0.153,0.932,82,183.78,15070.1,12759.72,151,74,0,Rainy,20.6,Festival
TXN_001763,2024-06-07,North,Lucknow,E-commerce,Off-Trade,Modern Trade,Budweiser,330,Keg,1,Price_Off,,1.054,23,152.1,3498.36,2723.82,32,11,0,Rainy,23.4,None
TXN_001764,2024-10-25,West,Ahmedabad,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,330,Bottle,1,Price_Off,0.16,1.086,52,111.41,5793.53,4864.41,92,49,0,Rainy,26.4,Sports_Event
TXN_001765,2024-04-09,East,Kolkata,Supermarket,Off-Trade,Independent Store,Kingfisher,330,Draft,1,Price_Off,0.112,1.194,52,152.52,7930.92,7044.53,71,14,0,Sunny,29.2,None
TXN_001766,2024-12-10,South,Bengaluru,Convenience Store,Off-Trade,Independent Store,Heineken,650,Draft,0,None,0.013,1.088,33,232.57,7674.79,7576.93,65,39,0,Sunny,30.6,Sports_Event
TXN_001767,2024-06-07,North,Lucknow,Supermarket,Off-Trade,HoReCa,Local_Brand_A,500,Bottle,0,None,0.038,1.123,91,131.67,11981.74,11521.97,161,78,0,Humid,27.6,Festival
TXN_001768,2024-03-27,North,Chandigarh,Supermarket,Off-Trade,Retail Chain,Kingfisher,650,Can,1,Digital_Coupon,0.245,0.879,50,180.06,9003.23,6795.31,78,37,0,Sunny,25.1,None
TXN_001769,2024-06-18,South,Bengaluru,Supermarket,Off-Trade,Modern Trade,Kingfisher,1000,Can,0,None,0.04,0.928,47,225.85,10614.75,10194.7,81,34,0,Cloudy,28.4,Festival
TXN_001770,2024-05-21,West,Surat,E-commerce,Off-Trade,Modern Trade,Budweiser,330,Bottle,1,Bundle,0.071,0.82,51,148.54,7575.49,7037.05,74,29,0,,26.9,None
TXN_001771,2024-02-19,North,Lucknow,Supermarket,Off-Trade,Retail Chain,Kingfisher,330,Bottle,1,Display,0.299,1.118,45,145.02,6525.84,4573.96,74,27,0,Sunny,25.3,None
TXN_001772,2024-09-29,West,Mumbai,Convenience Store,Off-Trade,HoReCa,Kingfisher,500,Draft,0,None,0.008,1.031,10,181.78,1817.78,1803.44,27,20,0,Sunny,28.5,Concert
TXN_001773,2024-11-21,East,Bhubaneswar,Convenience Store,Off-Trade,Independent Store,Kingfisher,1000,Can,0,None,0.04,1.026,18,231.09,4159.53,3993.97,38,24,0,Cloudy,28.0,None
TXN_001774,2024-09-17,East,Guwahati,Supermarket,Off-Trade,Independent Store,Heineken,330,Draft,0,None,0.027,0.958,9,172.98,1556.86,1514.8,32,18,0,Sunny,28.2,None
TXN_001775,2024-12-04,West,Surat,Convenience Store,Off-Trade,Modern Trade,Heineken,1000,Bottle,0,None,0.029,1.101,28,270.67,7578.7,7361.0,55,26,0,Humid,31.3,None
TXN_001776,2024-04-11,West,Pune,Hypermarket,Off-Trade,Modern Trade,Heineken,500,Bottle,0,None,0.012,0.949,89,195.25,17377.53,17171.64,121,38,0,Cloudy,31.8,None
TXN_001777,2024-11-27,West,Mumbai,Bar/Restaurant,On-Trade,Modern Trade,Local_Brand_A,650,Can,0,None,0.023,1.02,50,152.16,7607.91,7434.24,86,41,0,Sunny,31.6,None
TXN_001778,2024-07-10,North,Jaipur,Supermarket,Off-Trade,HoReCa,Heineken,500,Can,0,None,0.003,1.057,72,196.99,14183.14,14139.58,124,54,0,Sunny,26.6,Long_Weekend
TXN_001779,2024-09-27,West,Mumbai,Hypermarket,Off-Trade,Independent Store,Local_Brand_B,650,Keg,1,Bundle,0.257,0.969,35,152.74,5346.02,3971.71,57,17,0,Rainy,28.5,None
TXN_001780,2024-11-07,West,Surat,Hypermarket,Off-Trade,Independent Store,Local_Brand_A,500,Can,0,None,0.014,1.075,75,139.21,10441.05,10294.81,119,44,0,Humid,32.0,None
TXN_001781,2024-09-11,North,Jaipur,Convenience Store,Off-Trade,Retail Chain,Local_Brand_B,1000,Can,0,None,0.023,1.068,29,186.66,5413.24,5289.32,40,12,0,Humid,27.2,None
TXN_001782,2024-04-09,East,Kolkata,Convenience Store,Off-Trade,Modern Trade,Local_Brand_A,650,Can,0,None,0.018,1.017,5,160.28,801.41,786.89,31,23,0,Humid,28.3,None
TXN_001783,2024-07-23,North,Lucknow,Convenience Store,Off-Trade,HoReCa,Local_Brand_A,650,Bottle,1,Bundle,0.055,1.067,34,157.49,5354.69,5060.28,62,31,0,Humid,27.1,None
TXN_001784,2024-03-10,North,Jaipur,E-commerce,Off-Trade,Modern Trade,Budweiser,650,Bottle,0,None,0.016,0.896,30,199.8,5994.01,5900.6,47,14,0,Sunny,25.2,Sports_Event
TXN_001785,2024-09-23,West,Surat,Bar/Restaurant,On-Trade,Retail Chain,Budweiser,1000,Can,0,None,0.029,1.146,53,240.83,12763.85,12394.72,80,29,0,Cool,26.8,None
TXN_001786,2024-04-28,North,Chandigarh,Supermarket,Off-Trade,HoReCa,Budweiser,330,Bottle,1,Price_Off,0.173,1.027,78,146.79,11449.98,9466.4,116,38,0,Sunny,,None
TXN_001787,2024-03-07,South,Kochi,Supermarket,Off-Trade,Modern Trade,Kingfisher,500,Can,0,None,0.007,1.027,46,159.82,7351.77,7297.61,84,37,0,Rainy,26.6,None
TXN_001788,2024-09-21,South,Bengaluru,Supermarket,Off-Trade,Independent Store,Kingfisher,330,Bottle,0,None,0.006,1.2,56,133.1,7453.37,7405.09,98,46,0,Rainy,29.8,None
TXN_001789,2024-01-07,South,Hyderabad,Bar/Restaurant,On-Trade,Retail Chain,Local_Brand_A,500,Can,1,Bundle,0.283,0.918,124,137.84,17091.87,12249.43,203,74,0,Sunny,26.3,Sports_Event
TXN_001790,2024-05-11,West,Ahmedabad,Supermarket,Off-Trade,Modern Trade,Budweiser,330,Can,0,None,0.016,1.037,52,147.98,7695.01,7569.96,77,20,0,Rainy,30.6,Concert
TXN_001791,2024-02-01,South,Bengaluru,Supermarket,Off-Trade,Independent Store,Local_Brand_B,500,Keg,0,None,0.04,0.991,50,127.48,6373.85,6118.3,92,37,0,Cool,25.8,Long_Weekend
TXN_001792,2024-09-24,West,Pune,Supermarket,Off-Trade,Retail Chain,Budweiser,650,Bottle,1,Price_Off,0.122,1.083,67,190.91,12791.2,11233.15,95,32,0,Cloudy,28.6,None
TXN_001793,2024-08-04,West,Mumbai,Supermarket,Off-Trade,Independent Store,Budweiser,650,Can,0,None,0.003,0.938,40,192.48,7699.02,7676.03,65,23,0,Cloudy,32.4,None
TXN_001794,2024-04-05,North,Delhi,Convenience Store,Off-Trade,Retail Chain,Local_Brand_B,1000,Bottle,0,None,0.004,1.2,24,179.45,4306.81,4291.17,46,25,0,Sunny,27.1,None
TXN_001795,2024-06-03,South,Chennai,Supermarket,Off-Trade,HoReCa,Heineken,330,Bottle,1,Digital_Coupon,0.242,0.984,45,159.47,7176.13,5439.21,61,20,0,Cloudy,31.2,None
TXN_001796,2024-04-23,North,Delhi,Bar/Restaurant,On-Trade,Independent Store,Local_Brand_A,1000,Can,0,None,0.018,1.031,29,204.85,5940.54,5832.92,58,36,0,Sunny,25.0,None
TXN_001797,2024-09-20,South,Bengaluru,Bar/Restaurant,On-Trade,Independent Store,Budweiser,330,Can,1,Digital_Coupon,0.196,1.071,72,155.88,11223.42,9026.53,105,34,0,Cloudy,28.0,None
TXN_001798,2024-10-09,South,Bengaluru,Supermarket,Off-Trade,Retail Chain,Budweiser,1000,Draft,1,Price_Off,0.151,1.023,43,285.62,12281.83,10426.33,67,23,0,Sunny,29.8,None
TXN_001799,2024-11-30,North,Lucknow,Supermarket,Off-Trade,Modern Trade,Local_Brand_B,1000,Can,0,None,0.018,0.911,69,181.86,12548.2,12317.27,87,17,0,Sunny,26.5,None
TXN_001800,2024-07-16,East,Patna,Supermarket,Off-Trade,Independent Store,Heineken,330,Can,0,None,0.029,1.193,46,157.58,7248.52,7035.13,72,34,0,Sunny,27.9,None
TXN_001801,2024-06-25,North,Delhi,Convenience Store,Off-Trade,Retail Chain,Kingfisher,330,Bottle,0,None,0.025,0.983,32,135.08,4322.56,4215.14,56,26,0,Sunny,,None
TXN_001802,2024-05-02,North,Delhi,Hypermarket,Off-Trade,Independent Store,Budweiser,1000,Draft,0,,0.002,1.04,81,289.36,23438.26,23384.78,105,31,0,Sunny,26.5,Concert
TXN_001803,2024-02-20,South,Kochi,Supermarket,Off-Trade,Independent Store,Budweiser,330,Can,1,Display,0.276,1.077,43,146.88,6315.85,4569.53,59,11,0,Cloudy,28.5,Concert
TXN_001804,2024-07-31,South,Chennai,Supermarket,Off-Trade,Modern Trade,Kingfisher,650,Bottle,1,Digital_Coupon,0.156,0.99,39,190.85,7443.27,6283.9,53,21,0,Humid,29.5,None
TXN_001805,2024-05-31,West,Ahmedabad,Convenience Store,Off-Trade,Retail Chain,Kingfisher,500,Bottle,0,None,0.004,1.068,54,153.98,8314.72,8279.41,98,51,0,Sunny,31.5,Festival
TXN_001806,2024-01-23,West,Surat,Supermarket,Off-Trade,Retail Chain,Local_Brand_B,500,Bottle,0,None,0.006,0.983,50,129.61,6480.38,6438.42,74,32,0,Sunny,,None
TXN_001807,2024-01-24,South,Bengaluru,Supermarket,Off-Trade,Modern Trade,Local_Brand_B,1000,Draft,1,Bundle,0.062,0.928,67,206.18,13813.77,12960.75,121,49,0,Cloudy,27.7,None
TXN_001808,2024-03-02,East,Kolkata,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,330,Bottle,0,None,0.047,0.97,50,111.22,5560.79,5298.68,94,45,0,Sunny,28.0,Sports_Event
TXN_001809,2024-10-23,East,Patna,Hypermarket,Off-Trade,Retail Chain,Local_Brand_A,500,Bottle,0,None,,1.137,82,147.6,12102.84,11655.95,147,67,0,Sunny,28.0,None
TXN_001810,2024-10-13,North,Lucknow,Supermarket,Off-Trade,Modern Trade,Heineken,500,Draft,0,None,0.024,1.012,49,203.31,9962.35,9722.99,84,31,0,Sunny,25.3,None
TXN_001811,2024-12-28,West,Pune,Bar/Restaurant,On-Trade,Modern Trade,Kingfisher,1000,Can,0,None,0.019,,75,223.86,16789.46,16464.59,94,15,0,Rainy,26.3,Long_Weekend
TXN_001812,2024-01-03,West,Pune,Convenience Store,Off-Trade,Retail Chain,Local_Brand_B,1000,Keg,0,None,0.042,0.945,13,182.93,2378.15,2278.7,29,17,0,Sunny,30.8,None
TXN_001813,2024-12-06,North,Jaipur,Convenience Store,Off-Trade,Independent Store,Kingfisher,500,Bottle,0,None,0.049,0.922,45,159.77,7189.47,6835.0,71,34,0,Rainy,22.6,None
TXN_001814,2024-10-02,West,Surat,Supermarket,Off-Trade,Modern Trade,Kingfisher,330,Can,0,None,0.03,1.039,39,133.15,5192.93,5038.95,48,15,0,Cloudy,30.9,None
TXN_001815,2024-09-17,East,Bhubaneswar,Hypermarket,Off-Trade,Retail Chain,Heineken,1000,Can,0,None,0.047,0.8,63,254.47,16031.82,15273.37,105,38,0,Cloudy,27.7,None
TXN_001816,2024-05-23,North,Chandigarh,Supermarket,Off-Trade,Independent Store,Budweiser,1000,Keg,1,Bundle,0.256,1.082,99,254.61,25206.0,18758.74,167,67,0,Sunny,24.8,None
TXN_001817,2024-01-23,North,Delhi,Convenience Store,Off-Trade,Retail Chain,Local_Brand_B,330,Can,1,Display,0.09,1.038,17,113.79,1934.4,1761.2,41,26,0,Rainy,25.4,None
TXN_001818,2024-04-05,East,Guwahati,Supermarket,Off-Trade,Retail Chain,Local_Brand_A,330,Draft,1,Display,0.272,1.012,65,132.28,8598.48,6257.76,122,63,0,Sunny,27.2,None
TXN_001819,2024-04-03,North,Delhi,Convenience Store,Off-Trade,Retail Chain,Local_Brand_B,330,Draft,1,Display,0.184,0.895,37,123.47,4568.5,3727.61,67,28,0,Sunny,27.7,None
TXN_001820,2024-01-06,East,Bhubaneswar,Convenience Store,Off-Trade,Retail Chain,Heineken,500,Draft,1,Price_Off,0.283,0.914,28,202.82,5679.06,4074.3,48,24,0,Cool,25.7,None
TXN_001821,2024-03-02,North,Lucknow,Hypermarket,Off-Trade,Independent Store,Local_Brand_A,650,Keg,0,None,0.032,1.061,93,151.36,14076.49,13626.18,166,69,0,Sunny,25.1,Sports_Event
TXN_001822,2024-05-14,East,Patna,Hypermarket,Off-Trade,Modern Trade,Local_Brand_A,500,Can,0,None,0.007,1.048,59,142.13,8385.92,8326.24,79,16,0,Humid,30.7,None
TXN_001823,2024-07-25,South,Chennai,Hypermarket,Off-Trade,Retail Chain,Kingfisher,500,Keg,1,Bundle,0.112,0.98,217,169.56,36795.17,32684.46,269,56,0,Sunny,29.6,Long_Weekend
TXN_001824,2024-07-08,West,Ahmedabad,Supermarket,Off-Trade,Independent Store,Kingfisher,500,Bottle,0,None,0.036,1.075,38,165.01,6270.48,6044.65,57,18,0,Sunny,31.1,None
TXN_001825,2024-09-02,North,Chandigarh,Hypermarket,Off-Trade,HoReCa,Kingfisher,500,Can,0,None,0.006,0.849,74,167.9,12424.37,12348.37,125,57,0,Sunny,27.9,None
TXN_001826,2024-01-18,East,Guwahati,Hypermarket,Off-Trade,Modern Trade,Kingfisher,500,Can,0,None,0.037,1.189,82,162.06,13289.08,12800.0,102,22,0,Sunny,,Long_Weekend
TXN_001827,2024-10-23,West,Pune,Convenience Store,Off-Trade,Retail Chain,Heineken,330,Bottle,1,Price_Off,0.299,1.177,46,153.89,7079.12,4959.28,81,33,0,Sunny,29.6,None
TXN_001828,2024-10-28,South,Bengaluru,Hypermarket,Off-Trade,Retail Chain,Kingfisher,650,Keg,0,None,0.021,1.018,42,183.93,7725.2,7560.31,63,29,0,Cloudy,30.6,None
TXN_001829,2024-11-30,South,Hyderabad,Convenience Store,Off-Trade,Independent Store,Local_Brand_B,1000,Bottle,1,Display,0.224,1.122,42,185.89,7807.44,6059.36,60,19,0,Sunny,,None
TXN_001830,2024-01-07,South,Kochi,Hypermarket,Off-Trade,Retail Chain,Kingfisher,1000,Can,1,Digital_Coupon,0.088,1.053,108,246.74,26647.53,24300.11,137,30,0,Cloudy,27.7,None
TXN_001831,2024-04-04,North,Delhi,Convenience Store,Off-Trade,Modern Trade,Kingfisher,1000,Draft,0,None,0.027,1.088,19,259.99,4939.84,4807.99,36,22,0,Cloudy,26.1,None
TXN_001832,2024-01-01,East,Kolkata,Supermarket,Off-Trade,Modern Trade,Local_Brand_A,1000,Bottle,0,None,0.041,0.944,61,203.09,12388.67,11882.0,106,44,0,Sunny,26.3,Sports_Event
TXN_001833,2024-03-10,East,Guwahati,Supermarket,Off-Trade,Retail Chain,Heineken,500,Bottle,0,None,0.028,0.986,60,178.27,10696.37,10392.47,90,31,0,Cloudy,27.2,Long_Weekend
TXN_001834,2024-11-15,East,Bhubaneswar,Supermarket,Off-Trade,Independent Store,Kingfisher,500,Keg,1,Price_Off,0.127,0.941,61,162.67,9923.15,8665.23,116,53,0,Cloudy,27.5,Festival
TXN_001835,2024-01-30,East,Kolkata,Convenience Store,Off-Trade,Modern Trade,Heineken,650,Can,0,None,0.026,1.032,19,205.94,3912.95,3812.88,35,16,0,Sunny,28.3,None
TXN_001836,2024-03-07,North,Jaipur,Supermarket,Off-Trade,Retail Chain,Budweiser,650,Bottle,0,None,0.049,1.065,71,189.24,13436.15,12780.98,92,30,0,Cloudy,29.0,Festival
TXN_001837,2024-11-29,North,Chandigarh,Bar/Restaurant,On-Trade,HoReCa,Budweiser,650,Bottle,0,None,0.031,1.082,104,207.36,21565.73,20889.7,154,47,0,Cool,23.2,Sports_Event
TXN_001838,2024-11-02,North,Chandigarh,Supermarket,Off-Trade,Independent Store,Kingfisher,1000,Keg,0,None,0.035,1.034,78,231.13,18028.28,17396.13,128,55,0,Cool,21.7,Sports_Event
TXN_001839,2024-09-17,North,Lucknow,Supermarket,Off-Trade,Retail Chain,Local_Brand_B,500,Bottle,0,None,0.021,0.978,33,134.77,4447.41,4352.95,58,25,0,Cloudy,24.6,None
TXN_001840,2024-04-26,North,Chandigarh,Supermarket,Off-Trade,Independent Store,Budweiser,330,Can,0,None,0.043,0.871,60,145.77,8746.44,8374.37,98,35,0,Sunny,26.9,None
TXN_001841,2024-10-25,West,Mumbai,Convenience Store,Off-Trade,Independent Store,Budweiser,650,Draft,0,None,0.04,1.074,46,206.24,9487.13,9103.54,78,39,0,Cool,29.1,Sports_Event
TXN_001842,2024-04-29,East,Kolkata,Bar/Restaurant,On-Trade,Retail Chain,Kingfisher,650,Bottle,1,,0.19,1.028,77,184.36,14195.53,11492.79,150,76,0,Cloudy,28.6,None
TXN_001843,2024-10-05,North,Jaipur,E-commerce,Off-Trade,Independent Store,Local_Brand_B,500,Bottle,1,Price_Off,0.148,0.963,48,124.01,5952.37,5073.45,93,43,0,Cloudy,26.5,None
TXN_001844,2024-06-03,North,Delhi,Hypermarket,Off-Trade,Retail Chain,Kingfisher,500,Keg,0,None,0.028,0.967,143,157.13,22469.55,21833.1,226,79,0,Sunny,27.3,Festival
TXN_001845,2024-11-20,North,Chandigarh,Convenience Store,Off-Trade,Independent Store,Kingfisher,650,Bottle,0,None,0.029,1.108,16,187.62,3001.88,2915.43,39,22,0,Cool,24.5,None
TXN_001846,2024-07-22,West,Surat,Hypermarket,Off-Trade,Independent Store,Kingfisher,500,Draft,1,Price_Off,0.21,1.057,55,195.85,10771.68,8510.12,99,48,0,Sunny,32.1,None
TXN_001847,2024-11-30,South,Bengaluru,Convenience Store,Off-Trade,Retail Chain,Heineken,650,Can,0,None,,1.006,36,205.21,7387.39,7146.38,49,18,0,Sunny,31.9,None
TXN_001848,2024-06-09,East,Patna,Convenience Store,Off-Trade,Modern Trade,Budweiser,500,Bottle,1,,0.113,0.939,37,175.64,6498.79,5766.99,55,23,0,Sunny,27.5,Festival
TXN_001849,2024-08-05,East,Kolkata,Convenience Store,Off-Trade,Retail Chain,Local_Brand_B,1000,Bottle,0,None,0.033,0.996,26,185.32,4818.22,4656.88,52,22,0,Sunny,25.4,Sports_Event
TXN_001850,2024-07-17,North,Chandigarh,Supermarket,Off-Trade,Retail Chain,Kingfisher,1000,Draft,1,Digital_Coupon,0.121,0.959,23,259.12,5959.86,5235.81,32,5,0,Sunny,,None
TXN_001851,2024-03-28,North,Chandigarh,Supermarket,Off-Trade,Modern Trade,Kingfisher,1000,Bottle,0,None,0.019,0.968,30,249.97,7499.15,7355.37,58,26,0,Cool,23.1,None
TXN_001852,2024-12-05,North,Jaipur,Hypermarket,Off-Trade,Retail Chain,Budweiser,500,Bottle,0,None,0.002,1.043,86,175.15,15063.09,15032.45,171,91,0,,27.4,Festival
TXN_001853,2024-04-14,West,Pune,Convenience Store,Off-Trade,Retail Chain,Local_Brand_A,1000,Bottle,1,Digital_Coupon,0.186,0.925,58,199.06,11545.6,9396.38,102,41,0,Sunny,29.1,None
TXN_001854,2024-09-08,West,Surat,Supermarket,Off-Trade,Independent Store,Local_Brand_A,1000,Bottle,0,None,0.036,0.929,74,201.97,14945.72,14409.18,113,43,0,Humid,31.0,Festival
TXN_001855,2024-12-10,West,Surat,Supermarket,Off-Trade,Independent Store,Budweiser,650,Draft,1,Digital_Coupon,0.079,1.124,140,220.9,30925.5,28487.83,206,75,0,Sunny,31.6,Sports_Event
TXN_001856,2024-05-27,East,Guwahati,Bar/Restaurant,On-Trade,Independent Store,Local_Brand_A,330,Draft,0,None,0.027,0.873,52,136.9,7119.02,6925.14,79,22,0,Cloudy,27.5,None
TXN_001857,2024-03-31,North,Chandigarh,E-commerce,Off-Trade,Independent Store,Heineken,330,Bottle,0,None,0.007,0.869,41,160.75,6590.89,6544.57,66,30,0,,23.3,None
TXN_001858,2024-10-17,North,Delhi,E-commerce,Off-Trade,Retail Chain,Local_Brand_A,1000,Bottle,0,None,0.037,0.999,14,195.26,2733.67,2632.05,39,31,0,Rainy,24.1,None
TXN_001859,2024-02-17,West,Surat,Hypermarket,Off-Trade,Independent Store,Heineken,330,Draft,0,None,0.025,0.959,65,188.06,12223.96,11914.42,122,52,0,Cool,28.4,None
TXN_001860,2024-11-24,South,Bengaluru,Convenience Store,Off-Trade,Independent Store,Budweiser,650,Bottle,1,Price_Off,0.062,1.056,47,188.7,8869.03,8320.35,76,35,0,Sunny,28.8,Festival
TXN_001861,2024-12-14,North,Jaipur,Bar/Restaurant,On-Trade,Independent Store,Heineken,1000,Can,0,None,0.045,0.891,107,284.29,30419.36,29039.43,197,97,0,Sunny,27.8,Long_Weekend
TXN_001862,2024-04-27,West,Pune,Bar/Restaurant,On-Trade,Independent Store,Kingfisher,650,Keg,0,None,0.006,1.025,66,183.65,12121.0,12051.38,100,36,0,Rainy,26.9,None
TXN_001863,2024-02-17,North,Lucknow,Convenience Store,Off-Trade,HoReCa,Local_Brand_B,650,Bottle,0,None,0.01,0.99,50,148.03,7401.53,7325.37,79,24,0,Cloudy,23.5,Long_Weekend
TXN_001864,2024-11-28,South,Chennai,Supermarket,Off-Trade,Independent Store,Heineken,500,Bottle,0,None,0.02,0.934,30,183.7,5510.97,5401.21,55,27,0,Sunny,28.9,None
TXN_001865,2024-07-28,North,Jaipur,Supermarket,Off-Trade,Independent Store,Kingfisher,330,Bottle,0,None,0.031,1.006,71,143.35,10178.11,9866.8,127,52,0,Cool,25.1,None
TXN_001866,2024-02-09,North,Chandigarh,Supermarket,Off-Trade,Retail Chain,Local_Brand_B,1000,Keg,0,None,0.037,1.2,70,183.36,12835.21,12354.14,82,21,0,Cloudy,24.4,None
TXN_001867,2024-10-16,North,Chandigarh,Convenience Store,Off-Trade,Retail Chain,Heineken,500,Bottle,1,Display,0.173,0.96,17,190.35,3235.93,2676.01,39,21,0,Cool,23.5,None
